------,--------------,-----------,---------------------,------,-----------,----------------,-----,-----------
#,NAME,,P0,,,P1,,
,,,(s),,,,,
------,--------------,-----------,---------------------,------,-----------,----------------,-----,-----------
2078,J1803-1857,mhl+02,2.86433773648,13,mhl+02,1.517E-14,4,mhl+02
2079,J1803-1920,hfs+04,0.443648922251,16,hfs+04,3.297E-16,8,hfs+04
2080,B1800-21,cl86,0.13366692025028,17,ywml10,1.34359375E-13,17,ywml10
,,,,,,,,
2081,J1803-2149,pga+12,0.106334059346,3,saa+23,1.950190E-14,17,saa+23
2082,B1800-27,jlm+92,0.334415426505,3,hlk+04,1.7113E-17,13,hlk+04
2083,J1803-3002A,pdc+05,0.007101392508118,16,zmc+20,4.00E-20,10,zmc+20
2084,J1803-3002B,fre08,0.004397,0,fre08,*,0,*
2085,J1803-3002C,fre08,0.0058404034058040,18,arf+23,6.972E-19,4,arf+23
,,,,,,,,
2086,J1803-3002D,rgf+21,0.00553,0,rgf+21,*,0,*
2087,J1803-3002E,arf+23,0.017926,0,arf+23,*,0,*
2088,J1803-3002F,arf+23,0.148136,0,arf+23,*,0,*
2089,J1803-3329,kjv+10,0.633411983159,4,bbb+12,3.372E-16,2,bbb+12
2090,J1803-6707,cro20,0.0021346188308539,4,saa+23,1.847E-20,9,saa+23
,,,,,,,,
2091,B1802-07,dbl+93,0.02310085528430,3,hlk+04,4.671E-19,3,hlk+04
2092,J1804-17,sbb+23,280.78084e-3,0,mmr+24,*,0,*
2093,J1804-2228,mhl+02,0.57051063348,10,mhl+02,1.43E-16,10,mhl+02
2094,J1804-2717,llb+96,0.0093430308445392,4,abb+23,4.08632E-20,18,abb+23
2095,J1804-28,kek+13,1.273011,9,kek+13,*,0,*
,,,,,,,,
2096,J1804-2858,mbc+19,0.00149268528411635,12,pbm+19,-7.57E-22,3,pbm+19
2097,B1802+03,stwd85,0.2187115654904,15,hlk+04,9.99455E-16,7,hlk+04
2098,J1805+0615,cck+16,0.0021289064590218,5,drc+21,2.2758E-20,9,drc+21
2099,J1805-0619,ebvb01,0.454650713078,7,ebvb01,9.690E-16,13,ebvb01
2100,J1805-1504,lfl+06,1.1812692298,3,lfl+06,2.7E-16,3,lfl+06
,,,,,,,,
2101,J1805-2032,mhl+02,0.40576948790,5,mhl+02,8.394E-15,7,mhl+02
2102,J1805-2037,mhl+02,0.357806774953,13,mhl+02,1.7555E-15,16,mhl+02
2103,J1805-2447,hfs+04,0.661401759025,14,hfs+04,5.8E-18,7,hfs+04
2104,J1805-2948,bbb+12,0.4283409894,2,bbb+12,4.74E-16,5,bbb+12
2105,J1806+1023,ebvb01,0.484286459778,2,jbo+09,5.725E-17,4,jbo+09
,,,,,,,,
2106,J1806+2819,kmk+18,0.015084,0,dmo+24,3.75E-20,5,kmk+18
2107,B1804-12,stwd85,0.522618385775,4,hlk+04,1.40877E-15,3,hlk+04
2108,J1806-1618,hfs+04,0.66830920992,5,hfs+04,8.62E-16,3,hfs+04
2109,J1806-1920,mhl+02,0.8797908756,7,mhl+02,1.7E-17,21,mhl+02
2110,J1806-2125,mhl+02,0.481824602,4,psj+19,1.17983E-13,5,psj+19
,,,,,,,,
2111,J1806-21250,pbs+23,0.172004,5,pbs+23,*,0,*
2112,J1807+04,dsm+13,0.7989,0,dsm+13,*,0,*
2113,J1807+0756,rtj+96,0.464300493199,2,clm+05,1.294E-16,2,clm+05
2114,B1804-08,mlt+78,0.16372737166367,9,hlk+04,2.87993E-17,4,hlk+04
2115,J1807-2459A,rgh+01,0.00305944879802023,3,lfrj12,-4.335E-21,3,lfrj12
,,,,,,,,
2116,J1807-2459B,cha03,0.0041861772028409,3,lfrj12,8.23245E-20,18,lfrj12
2117,J1807-2557,kle+10,2.76419486975,4,kkl+11,4.994E-15,2,kkl+11
2118,B1804-27,mlt+78,0.827776461518,9,hlk+04,1.217251E-14,7,hlk+04
2119,J1808+00,cnst96,0.425115,3,cnst96,*,0,*
2120,J1808-0813,mld+96,0.876044286677,6,hlk+04,1.24020E-15,6,hlk+04
,,,,,,,,
2121,J1808-1020,lfl+06,0.596993202504,4,lfl+06,7.725E-16,4,lfl+06
2122,J1808-1517,eklk13,0.544549207067,8,eklk13,2.6671E-15,5,eklk13
2123,J1808-1726,lfl+06,0.24103454795,9,lfl+06,1.2E-17,12,lfl+06
2124,J1808-2024,kds+98,7.55592,5,mte+05,5.49E-10,9,mte+05
2125,B1805-20,cl86,0.918410326286,11,hlk+04,1.707608E-14,9,hlk+04
,,,,,,,,
2126,J1808-2701,lfl+06,2.45788177758,12,lfl+06,6.5818E-14,11,lfl+06
2127,J1808-3249,ebvb01,0.364912241765,10,ebvb01,7.0494E-15,10,ebvb01
2128,J1809+17,scb+19,2.0667,0,scb+19,*,0,*
2129,J1809-0119,kjv+10,0.7449764016,3,bbb+12,2.29E-15,2,bbb+12
2130,J1809-0743,ebvb01,0.313885674748,5,ebvb01,1.521E-16,9,ebvb01
,,,,,,,,
2131,J1809-1429,mhl+02,0.895285284345,13,mhl+02,5.240E-15,4,mhl+02
2132,J1809-1850,hfs+04,1.12448108944,17,hfs+04,1.0575E-14,8,hfs+04
2133,J1809-1917,mhl+02,0.082755269706,6,psj+19,2.553016E-14,14,psj+19
2134,J1809-1943,ims+04,5.54074283,3,crh+16,2.8281E-12,13,crh+16
2135,J1809-2004,mhl+02,0.43481138633,16,mhl+02,7.28E-15,6,mhl+02
,,,,,,,,
2136,B1806-21,cjlm87,0.702413629135,4,hlk+04,3.82187E-15,3,hlk+04
2137,J1809-2332,aaa+09c,0.146788548116,7,rkp+11,3.44207E-14,3,rkp+11
2138,J1809-3547,lml+98,0.8603878390,7,dsb+98,1.20E-16,10,dsb+98
2139,J1810+0705,scb+19,0.307682833880,10,tbc+20,2.42E-16,4,tbc+20
2140,J1810+1744,hrm+11,0.00166275499098370,10,bbc+24,4.4760E-21,10,bbc+24
,,,,,,,,
2141,J1810-1441,hfs+04,0.217213500357,4,hfs+04,2.387E-17,19,hfs+04
2142,J1810-1709,ccb+20,1.16113257983,7,ccb+20,3.33E-16,6,ccb+20
2143,J1810-1820,mhl+02,0.153716278369,8,mhl+02,5.2E-17,3,mhl+02
2144,J1810-2005,clm+01,0.032822244860022,8,jsb+10,1.4742E-19,12,jsb+10
2145,B1806-53,mlt+78,0.26104978959,3,lbs+20,3.85739E-16,7,lbs+20
,,,,,,,,
2146,J1811+0702,fcwa95,0.46171267661,3,lwf+04,2.6920E-15,10,lwf+04
2147,J1811-0154,ebvb01,0.92494482303,4,ebvb01,1.608E-15,6,ebvb01
2148,J1811-0624,mzl+23,0.00414568354804,3,mzl+23,4.8E-21,4,mzl+23
2149,J1811-1049,kek+13,2.6238585620,3,kek+13,8.0E-16,20,kek+13
2150,J1811-1717,ncb+15,0.39138510099,9,ncb+15,1.2E-16,8,ncb+15
,,,,,,,,
2151,J1811-1736,lcm+00,0.1041819547968,4,cks+07,9.01E-19,5,cks+07
2152,J1811-1835,mhl+02,0.55746361200,10,mhl+02,6.315E-15,13,mhl+02
2153,J1811-1925,ttdm97,0.06466700,2,ttd+99,4.40E-14,4,ttd+99
2154,J1811-2405,kjv+10,0.00266059327687744,2,ngf+20,1.37756E-20,3,ngf+20
2155,J1811-2439,lfl+06,0.415812941402,11,lfl+06,2.972E-16,11,lfl+06
,,,,,,,,
2156,J1811-4930,kjv+10,1.43270419680,10,bbb+12,2.254E-15,5,bbb+12
2157,B1810+02,stwd85,0.793902802035,3,hlk+04,3.59963E-15,3,hlk+04
2158,J1812-15,ccb+20,1.014529,3,ccb+20,*,0,*
2159,J1812-17,sbb+23,2182.01751e-3,0,mmr+24,*,0,*
2160,B1809-173,cl86,1.20537444137,9,ywml10,1.9077E-14,15,ywml10
,,,,,,,,
2161,B1809-176,cjlm87,0.538340543302,9,hlk+04,9.8245E-16,5,hlk+04
2162,J1812-1910,hfs+04,0.43099098078,6,hfs+04,3.774E-14,3,hfs+04
2163,J1812-20,ccb+20,1.9031119816,5,ccb+20,2.4E-16,3,ccb+20
2164,J1812-2102,mhl+02,1.22335230807,9,mhl+02,2.3893E-14,9,mhl+02
2165,J1812-2526,lfl+06,0.315835048197,8,lfl+06,1.775E-16,9,lfl+06
,,,,,,,,
2166,J1812-2748,kjv+10,0.236983307439,9,bbb+12,3.156E-16,4,bbb+12
2167,J1812-3039,bbb+12,0.58747677594,2,bbb+12,6.602E-16,8,bbb+12
2168,J1813+1822,lwf+04,0.3364246764,9,lwf+04,2.1E-17,8,lwf+04
2169,B1811+40,dth78,0.931089084936,3,hlk+04,2.54871E-15,3,hlk+04
2170,J1813-0402,mzl+23,0.0041065595383672,4,mzl+23,6.943E-21,12,mzl+23
,,,,,,,,
2171,J1813-1246,aaa+09c,0.048072246759,7,rkp+11,1.75637E-14,3,rkp+11
2172,J1813-17,sbb+23,367.5913e-3,0,mmr+24,*,0,*
2173,J1813-1749,gh09b,0.04474055970,4,hgp+20,1.26999E-13,11,hgp+20
2174,J1813-2113,mhl+02,0.426466240565,13,mhl+02,2.081E-15,6,mhl+02
2175,J1813-2242,hfs+04,0.328514216183,15,hfs+04,4.78E-17,6,hfs+04
,,,,,,,,
2176,J1813-2621,fsk+04,0.0044300116286341,18,lem+15,1.2466E-20,6,lem+15
2177,J1814+1130,naf03,0.751261115038,3,naf03,1.66038E-15,8,naf03
2178,J1814+22,scb+19,0.2537,0,scb+19,*,0,*
2179,J1814+31,aab+22,0.00209,0,aab+22,*,0,*
2180,J1814-0521,kjv+10,1.01421948495,6,bbb+12,8.84E-16,3,bbb+12
,,,,,,,,
2181,J1814-0618,lfl+06,1.37786849563,14,lfl+06,2.92E-16,16,lfl+06
2182,J1814-1649,mhl+02,0.95746393536,7,mhl+02,6.333E-15,7,mhl+02
2183,J1814-1744,ckl+00,3.975905188,16,js06,7.447E-13,4,js06
2184,J1815+5546,slr+14,0.42684382706,4,lsk+18,9.5E-17,15,lsk+18
2185,J1815-1738,hfs+04,0.198456978776,4,psj+19,7.77681E-14,5,psj+19
,,,,,,,,
2186,J1815-1910,mhl+02,1.24992353738,8,mhl+02,3.630E-14,3,mhl+02
2187,J1816+4510,slr+14,0.0031931035571918,4,flm+23,4.3074E-20,6,flm+23
2188,J1816-0755,lfl+06,0.2176426911444,15,lfl+06,6.48032E-15,15,lfl+06
2189,J1816-1446,hfs+04,0.594499815819,18,hfs+04,1.3261E-15,11,hfs+04
2190,B1813-17,clj+92,0.78231335990,4,hlk+04,7.2621E-15,3,hlk+04
,,,,,,,,
2191,B1813-26,dls73,0.592885190625,11,lbs+20,6.650E-17,4,lbs+20
2192,J1816-5643,jbo+09,0.2179228818474,13,jbo+09,1.93E-18,6,jbo+09
2193,J1817-0743,lfl+06,0.438095346909,18,lfl+06,-2.3E-18,83,lfl+06
2194,J1817-1511,hfs+04,0.224603837185,16,hfs+04,1.4313E-15,9,hfs+04
2195,J1817-1742,cla17,0.1497440393996,16,cla17,2.058107E-14,9,cla17
,,,,,,,,
2196,J1817-1938,bbb+12,2.0468376289,2,kek+13,3.6E-16,9,kek+13
2197,B1814-23,moh83,0.62547,2,moh83,*,0,*
2198,B1813-36,mlt+78,0.3870193974544,15,jbv+19,2.02298E-15,15,jbv+19
2199,J1817-3837,lml+98,0.38448678392,2,ebvb01,5.802E-16,6,ebvb01
2200,J1818-0151,bbb+12,0.837534946983,11,bsb+19,9.1061E-15,5,bsb+19
,,,,,,,,
2201,J1818-1116,hfs+04,0.54479952470,5,hfs+04,3.824E-15,6,hfs+04
2202,B1815-14,cl86,0.2914894606391,4,ywml10,2.035737E-15,17,ywml10
2203,J1818-1448,eklk13,0.28137130037,6,eklk13,6.15E-15,2,eklk13
2204,J1818-1502,tsc+24,0.5725490902,6,tsc+24,*,0,*
2205,J1818-1519,mhl+02,0.9396900396,5,mhl+02,4.11E-15,7,mhl+02
,,,,,,,,
2206,J1818-1541,mhl+02,0.55113377674,3,mhl+02,9.674E-15,7,mhl+02
2207,J1818-1556,kel+09,0.952708902877,19,kel+09,7.062E-16,19,kel+09
2208,J1818-1607,esy+20,1.3634920,4,cdj+20,4.183E-11,19,cdj+20
2209,J1819+0322,msk+24,0.799165592816,13,msk+24,1.271E-16,20,msk+24
2210,J1819+1305,ebvb01,1.060363543971,7,naf03,3.592E-16,2,naf03
,,,,,,,,
2211,J1819-0925,hfs+04,0.852047483503,15,hfs+04,3.1302E-15,11,hfs+04
2212,J1819-1008,hfs+04,0.301489849278,7,hfs+04,1.3209E-15,5,hfs+04
2213,J1819-1114,eklk13,0.29416251457,2,eklk13,5.66E-16,6,eklk13
2214,J1819-1131,hfs+04,1.38813712856,16,hfs+04,7.61E-16,10,hfs+04
2215,J1819-1318,lfl+06,1.51569599263,12,lfl+06,6.0E-16,3,lfl+06
,,,,,,,,
2216,J1819-1408,mhl+02,1.7884904528,16,mhl+02,2.59E-15,16,mhl+02
2217,J1819-1458,mll+06,4.26321348,8,bls+18,5.6268E-13,8,bls+18
2218,J1819-1510,mhl+02,0.226538990075,4,mhl+02,7.9E-18,9,mhl+02
2219,J1819-17,ncb+15,2.352135,15,ncb+15,*,0,*
2220,J1819-1717,ekl09,0.39352163764,6,eklk13,3.455E-15,6,eklk13
,,,,,,,,
2221,J1819-37,mss+20,0.632,0,mss+20,*,0,*
2222,B1818-04,vlw69,0.598081935375,4,jbv+19,6.32528E-15,11,jbv+19
2223,J1820-0509,lfl+06,0.337320795792,3,lfl+06,9.322E-16,3,lfl+06
2224,B1817-13,cl86,0.921459731325,5,hlk+04,4.49522E-15,4,hlk+04
2225,J1820-1529,hfs+04,0.3332537343,18,psj+19,3.7904E-14,5,psj+19
,,,,,,,,
2226,B1817-18,jlm+92,0.3099045934277,9,hlk+04,9.3609E-17,6,hlk+04
2227,J1821+0155,rsm+13,0.033781,0,dmo+24,2.900E-20,19,rsm+13
2228,J1821+1715,rtj+96,1.366682059422,10,clm+05,8.714E-16,11,clm+05
2229,J1821+4147,slr+14,1.261857209134,8,lsk+18,1.7292E-15,10,lsk+18
2230,J1821-0256,lfl+06,0.414111049843,14,lfl+06,3.72E-17,14,lfl+06
,,,,,,,,
2231,J1821-0331,kek+13,0.90231562918,4,kek+13,2.53E-15,2,kek+13
2232,J1821-1419,hfs+04,1.6560095697,9,hfs+04,8.945E-13,3,hfs+04
2233,J1821-1432,kel+09,1.91513066964,8,kel+09,5.373E-15,8,kel+09
2234,J1822+02,mss+20,1.508,0,mss+20,*,0,*
2235,J1822+0705,fcwa95,1.362817392033,19,hlk+04,1.7472E-15,3,hlk+04
,,,,,,,,
2236,J1822+1120,lxf+05,1.78703680542,4,lxf+05,2.346E-15,4,lxf+05
2237,J1822+2617,ccl+21,0.5914175857222,14,ccl+21,7.982E-16,7,ccl+21
2238,J1822-0719,ccb+20,0.49907553362,4,ccb+20,1.9E-17,2,ccb+20
2239,J1822-0848,fsk+04,0.834839272621,14,lfl+06,1.35E-16,4,lfl+06
2240,J1822-0902,ccb+20,0.148894507003,3,ccb+20,1.77809E-14,8,ccb+20
,,,,,,,,
2241,J1822-0907,hfs+04,0.97470037336,6,hfs+04,3.55E-16,3,hfs+04
2242,J1822-1252,hfs+04,2.0710402725,5,hfs+04,8.476E-14,3,hfs+04
2243,B1820-14,cl86,0.214771109789,6,hlk+04,9.0689E-16,5,hlk+04
2244,J1822-1604,rei+11,8.43772106,7,skc14,2.1E-14,3,skc14
2245,J1822-1617,hfs+04,0.8311557274,3,hfs+04,1.885E-15,12,hfs+04
,,,,,,,,
2246,B1819-22,dls72,1.874268518252,6,hlk+04,1.35439E-15,4,hlk+04
2247,J1822-4209,mld+96,0.456511944952,4,dsb+98,4.5864E-16,6,dsb+98
2248,B1821+05,mlt+78,0.7529065430494,10,hlk+04,2.26734E-16,9,hlk+04
2249,J1823-0154,mld+96,0.759777464363,4,hlk+04,1.13147E-15,4,hlk+04
2250,B1820-11,cl86,0.279828696565,5,hlk+04,1.37862E-15,4,hlk+04
,,,,,,,,
2251,J1823-1126,hfs+04,1.8465342015,3,hfs+04,3.652E-14,11,hfs+04
2252,J1823-1347,mhl+02,0.61710720555,12,mhl+02,9.60E-15,3,mhl+02
2253,J1823-1526,hfs+04,1.62540547240,16,hfs+04,4.52E-15,3,hfs+04
2254,J1823-1807,mhl+02,1.63679245172,17,mhl+02,2.8E-16,4,mhl+02
2255,B1820-30A,bbl+94,0.005440004163273,4,lfrj12,3.375E-18,2,lfrj12
,,,,,,,,
2256,B1820-30B,bbl+94,0.378596492197,3,lfrj12,2.99E-17,14,lfrj12
2257,J1823-3021C,cha03,0.405935962990,6,lfrj12,2.24E-16,3,lfrj12
2258,J1823-3021D,lfrj12,0.00302006026098,6,lfrj12,*,0,*
2259,J1823-3021E,fre08,0.004394,0,fre08,*,0,*
2260,J1823-3021F,fre08,0.004850,0,fre08,*,0,*
,,,,,,,,
2261,J1823-3021G,rgf+21,0.00609129342151,4,rgf+21,-1.8E-20,3,rgf+21
2262,J1823-3021H,rgf+21,0.00513,0,rgf+21,*,0,*
2263,B1820-31,mlt+78,0.284054344967,5,hlk+04,2.92704E-15,4,hlk+04
2264,J1823-3543,cbb+23,0.002425,0,cbb+23,*,0,*
2265,J1824+1014,cck+16,0.004065916139472,4,drc+21,5.373E-21,10,drc+21
,,,,,,,,
2266,J1824-0127,lfl+06,2.499469846087,19,lbs+20,3.9065E-15,5,lbs+20
2267,J1824-0132,bsb+19,0.223728519703,4,bsb+19,2.82E-17,3,bsb+19
2268,J1824-0621,mzl+23,0.0032330162292688,3,mzl+23,9.145E-21,10,mzl+23
2269,B1821-11,cl86,0.435759033311,18,hlk+04,3.55447E-15,14,hlk+04
2270,J1824-1159,mhl+02,0.362492078224,8,mhl+02,5.3793E-15,20,mhl+02
,,,,,,,,
2271,J1824-1350,ncb+15,1.39659854604,4,ncb+15,6.07E-16,7,ncb+15
2272,J1824-1423,mhl+02,0.359394162457,6,mhl+02,3.923E-16,19,mhl+02
2273,J1824-1500,hfs+04,0.41222995857,6,hfs+04,7.58E-16,11,hfs+04
2274,B1821-19,mlt+78,0.18933744109123,11,psj+19,5.23563E-15,18,psj+19
2275,J1824-2233,lfl+06,1.16174310971,3,lfl+06,3.01E-16,3,lfl+06
,,,,,,,,
2276,J1824-2328,lfl+06,1.50587455169,3,lfl+06,1.740E-15,3,lfl+06
2277,B1821-24A,lbm+87,0.00305431575773716,7,rsc+21,1.618856E-18,3,rsc+21
2278,J1824-2452B,fre08,0.006547,0,fre08,*,0,*
2279,J1824-2452C,fre08,0.004159,0,fre08,*,0,*
2280,J1824-2452D,fre08,0.079832,0,fre08,*,0,*
,,,,,,,,
2281,J1824-2452E,fre08,0.00542,0,fre08,*,0,*
2282,J1824-2452F,fre08,0.002451,0,fre08,*,0,*
2283,J1824-2452G,fre08,0.005909,0,fre08,*,0,*
2284,J1824-2452H,fre08,0.004629,0,fre08,*,0,*
2285,J1824-2452I,fre08,0.003931852642,2,pfb+13,0.0e-17,13,pfb+13
,,,,,,,,
2286,J1824-2452J,fre08,0.004039,0,fre08,*,0,*
2287,J1824-2452K,fre08,0.004461,0,fre08,*,0,*
2288,J1824-2452L,fre08,0.004100,0,fre08,*,0,*
2289,J1824-2452M,dpr+22,0.0047842842982785,7,dpr+22,1.22818E-19,3,dpr+22
2290,J1824-2452N,dpr+22,0.00335287243686099,11,dpr+22,1.592087E-19,4,dpr+22
,,,,,,,,
2291,J1824-2537,ebvb01,0.223320267185,3,jbo+09,4.4016E-16,8,jbo+09
2292,B1822+00,dtws85,0.778949400076,5,hlk+04,8.7616E-16,5,hlk+04
2293,J1825-0319,bbb+13,0.004553527919736,4,bbb+13,6.8E-21,3,bbb+13
2294,B1822-09,dls72,0.769020998327,6,jbv+19,5.235540E-14,18,jbv+19
2295,J1825-1108,ncb+15,1.9258717727,8,ncb+15,1.9E-15,6,ncb+15
,,,,,,,,
2296,B1822-14,cl86,0.27919830909,4,psj+19,2.26696E-14,5,psj+19
2297,J1825-31,bbb+12,2.382,0,bbb+12,*,0,*
2298,J1825-33,bb10,1.2712,2,bb10,*,0,*
2299,J1826-0049,zbd+24,0.004591,0,zbd+24,*,0,*
2300,B1823-11,cl86,2.093136309720,14,hlk+04,4.91034E-15,14,hlk+04
,,,,,,,,
2301,J1826-1256,aaa+09c,0.110238639764,20,saa+23,1.209452E-13,5,saa+23
2302,B1823-13,cl86,0.1014867942076,3,ywml10,7.5251738E-14,10,ywml10
2303,J1826-1419,mll+06,0.770620171033,7,mlk+09,8.7841E-15,2,mlk+09
2304,J1826-1526,mhl+02,0.382072812116,17,mhl+02,1.085E-15,8,mhl+02
2305,J1826-2415,bsb+19,0.0046957571305605,7,bsb+19,1.736E-20,3,bsb+19
,,,,,,,,
2306,J1827-0750,lfl+06,0.270502039371,3,lfl+06,1.5446E-15,8,lfl+06
2307,J1827-0849,frm+18,0.0022424697684063,6,saa+23,1.0957E-20,10,saa+23
2308,J1827-0934,mhl+02,0.512547817784,16,mhl+02,7.227E-15,4,mhl+02
2309,B1824-10,cl86,0.2457571181423,19,hlk+04,1.002318E-15,11,hlk+04
2310,J1827-1446,cwp+17,0.49918661036,3,cwp+17,4.53351E-14,8,cwp+17
,,,,,,,,
2311,J1828+0625,rb13,0.00362756255755819,6,srbl24,4.6882E-21,10,srbl24
2312,J1828+1221,sfj+20,1.52829508058,5,sfj+20,1.7457E-15,19,sfj+20
2313,J1828+1359,naf03,0.741639520385,8,naf03,7.286E-16,2,naf03
2314,J1828-0003,zbd+24,3.80712,11,zbd+24,*,0,*
2315,J1828-0003g,zhx+23,*,0,*,*,0,*
,,,,,,,,
2316,J1828-0038g,zhx+23,2.426,3,zhx+23,*,0,*
2317,J1828-0611,hfs+04,0.269414732063,3,hfs+04,1.4595E-15,3,hfs+04
2318,J1828-1007,hfs+04,0.1531969792414,15,hfs+04,6.1339E-16,12,hfs+04
2319,J1828-1057,hfs+04,0.246333257157,4,psj+19,2.06988E-14,3,psj+19
2320,J1828-1101,mhl+02,0.07205652531,7,psj+19,1.479719E-14,11,psj+19
,,,,,,,,
2321,J1828-1336,mhl+02,0.86033211599,7,mhl+02,9.92E-16,15,mhl+02
2322,J1828-2119,lfl+06,0.514523069504,14,lfl+06,1.2668E-15,14,lfl+06
2323,J1829+0000,lfl+06,0.199147397052,8,lfl+06,5.247E-16,8,lfl+06
2324,J1829+2456,clm+04,0.04101,0,dmo+24,5.25E-20,15,clm+05
2325,J1829+25,mss+20,2.857,0,mss+20,*,0,*
,,,,,,,,
2326,J1829-0734,kbm+03,0.318400873408,18,kbm+03,4.789E-15,9,kbm+03
2327,J1829-1011,ncb+15,0.82916602078,16,ncb+15,-5.0E-18,400,ncb+15
2328,B1826-17,dls72,0.307132975823,5,hlk+04,5.55174E-15,5,hlk+04
2329,J1830-0052,lfl+06,0.34569803402,5,lfl+06,2.37E-16,8,lfl+06
2330,J1830-0131,lfl+06,0.152511958009,4,lfl+06,2.106E-15,4,lfl+06
,,,,,,,,
2331,J1830-10,ncb+15,0.245260,3,ncb+15,*,0,*
2332,B1828-11,cjlm87,0.40507313484,9,psj+19,5.99237E-14,17,psj+19
2333,J1830-1135,mhl+02,6.2215526663,16,mhl+02,4.775E-14,6,mhl+02
2334,J1830-1313,kel+09,0.74718766820,8,kel+09,1.714E-15,17,kel+09
2335,J1830-1414,lfl+06,0.77149252038,6,lfl+06,7.6E-17,11,lfl+06
,,,,,,,,
2336,J1831-04,ccb+20,1.065578,3,ccb+20,*,0,*
2337,J1831-0823,hfs+04,0.612132963973,15,hfs+04,3.091E-16,12,hfs+04
2338,J1831-0941,tsc+24,0.30087165340,10,tsc+24,8.5612E-14,6,tsc+24
2339,J1831-0952,lfl+06,0.0672668461152,14,lfl+06,8.32385E-15,3,lfl+06
2340,J1831-1223,mhl+02,2.8579410013,6,mhl+02,5.5E-15,3,mhl+02
,,,,,,,,
2341,J1831-1329,mhl+02,2.1656793503,3,mhl+02,2.99E-15,6,mhl+02
2342,J1831-1423,hfs+04,0.507945195243,13,hfs+04,1.0947E-15,11,hfs+04
2343,J1832+0029,lfl+06,0.533917733096,3,wwh+20,1.5525E-15,3,wwh+20
2344,J1832+27,ttk+17,0.6318,0,dmo+24,*,0,*
2345,J1832-0644,mhl+02,0.74429541939,5,mhl+02,3.7089E-14,17,mhl+02
,,,,,,,,
2346,B1829-08,cl86,0.6473255991879,9,psj+19,6.389619E-14,17,psj+19
2347,J1832-0836,bbb+13,0.002719112021018830,5,aab+21a,8.2739E-21,3,aab+21a
2348,B1829-10,cl86,0.330354089443,5,hlk+04,4.20203E-15,5,hlk+04
2349,J1832-28,ebvb01,0.199300,3,ebvb01,*,0,*
2350,J1833-0209,ncb+15,0.291930632181,4,ncb+15,2.7548E-15,7,ncb+15
,,,,,,,,
2351,B1831-03,dls72,0.6867328372450,15,jbv+19,4.156101E-14,15,jbv+19
2352,J1833-0556,hfs+04,1.5215451697,4,hfs+04,1.27E-15,5,hfs+04
2353,J1833-0559,mhl+02,0.48345888008,5,mhl+02,1.235E-14,3,mhl+02
2354,B1830-08,cl86,0.085288151397,3,psj+19,9.17697E-15,6,psj+19
2355,J1833-0831,gcl+10,7.5654084,5,eit+11,3.4E-12,3,eit+11
,,,,,,,,
2356,J1833-1034,gmga05,0.06188365001063,12,rgl12,2.02014996E-13,4,rgl12
2357,J1833-1055,mhl+02,0.63364029817,3,mhl+02,5.27E-16,4,mhl+02
2358,J1833-3840,ckr+15,0.0018660672158607,3,saa+23,1.7735E-20,14,saa+23
2359,B1828-60,mlt+78,1.8894355004,17,nmc81,2.7E-16,8,nmc81
2360,J1834+10,cnst96,1.172719,0,dmo+24,*,0,*
,,,,,,,,
2361,B1831-00,dtws85,0.520954311129,11,hlk+04,1.053E-17,14,hlk+04
2362,J1834-0031,lfl+06,0.329531922488,6,lfl+06,4.486E-16,6,lfl+06
2363,B1831-04,dls73,0.2901081932010,7,hlk+04,7.1947E-17,6,hlk+04
2364,J1834-0602,mhl+02,0.48791359170,3,mhl+02,1.828E-15,10,mhl+02
2365,J1834-0633,hfs+04,0.31731488279,7,hfs+04,6.0E-16,4,hfs+04
,,,,,,,,
2366,J1834-0731,hfs+04,0.512995270279,16,psj+19,5.82145E-14,19,psj+19
2367,J1834-0742,hfs+04,0.788353566535,19,hfs+04,3.24702E-14,9,hfs+04
2368,J1834-0812,bjl+11,0.4911415563,2,bjl+11,9.96E-15,7,bjl+11
2369,J1834-0845,kkp+12,2.48230180,10,kkp+12,7.96E-12,12,kkp+12
2370,J1834-09,ncb+15,0.5123273,10,ncb+15,*,0,*
,,,,,,,,
2371,J1834-1202,hfs+04,0.610258781957,12,hfs+04,6.7E-18,3,hfs+04
2372,J1834-1710,kbm+03,0.358306049291,6,kbm+03,4.69E-17,12,kbm+03
2373,J1834-1855,lfl+06,1.46565577133,7,lfl+06,1.931E-15,9,lfl+06
2374,J1835-0114,ekl09,0.005116387644239,12,eklk13,7.0E-21,40,eklk13
2375,J1835-0349,lfl+06,0.84186451859,4,lfl+06,3.058E-15,4,lfl+06
,,,,,,,,
2376,J1835-0522,hfs+04,1.08774918841,8,hfs+04,4.7E-16,4,hfs+04
2377,J1835-0600,ccb+20,2.2217871479,14,ccb+20,8.43E-15,8,ccb+20
2378,B1832-06,cl86,0.305830097712,17,hlk+04,4.045598E-14,15,hlk+04
2379,J1835-0847,bsb+19,0.84649413462,6,bsb+19,4.85E-16,4,bsb+19
2380,J1835-0924,mhl+02,0.8591920352,3,mhl+02,2.139E-14,9,mhl+02
,,,,,,,,
2381,J1835-09242,ncb+15,0.235248924972,4,ncb+15,1.184E-17,3,ncb+15
2382,J1835-0928,ncb+15,0.62173399423,3,ncb+15,9.69E-16,2,ncb+15
