BurstID,  ObsDate,             MJD,        DM,     Width,        PeakFlux,        PeakFlux_error,          Fluence,          Fluence_error,       Energy_c,       Energy_w, BandWidth,        Width,         PeakFlux,         PeakFlux_error,         Fluence,         Fluence_error,       Energy_w
       ,         ,     Barycentric,          , Full Band,       Full Band,       Full Band,        Full Band,        Full Band,      Full Band,      Full Band,          , Limited Band,     Limited Band,     Limited Band,    Limited Band,    Limited Band,   Limited Band
       ,         ,                , (pc/cm^3),      (ms),           (mJy),           (mJy),          (Jy ms),          (Jy ms),          (erg),          (erg),     (MHz),         (ms),            (mJy),            (mJy),         (Jy ms),         (Jy ms),          (erg)
683,20210929,59485.80869071100000000000 ,412.55,5.14,408.18,0.22,2.097,0.001,  5.870(62)e+38,  2.348(25)e+38,500,3.65,502.26,0.44,1.833,0.021,  2.253(26)e+38
684,20210929,59485.80869149400000000000 ,412.55,4.12,41.76,0.92,0.172,0.004,  4.814(56)e+37,  1.926(22)e+37,350,3.74,58.13,1.69,0.218,0.002,  1.873(16)e+37
685,20210929,59485.80871766400000000000 ,412.55,3.36,13.38,0.24,0.045,0.001,   1.260(1)e+37,   5.038(1)e+36,200,2.87,23.2,0.46,0.066,0.001,  3.269(45)e+36
686,20210929,59485.80871802300000000000 ,412.55,4.59,35.48,0.44,0.163,0.002,  4.562(56)e+37,  1.825(22)e+37,350,4.2,50.36,0.5,0.211,0.002,  1.818(16)e+37
687,20210929,59485.80871934500000000000 ,412.55,5.33,59.64,2.87,0.318,0.015, 8.901(112)e+37,  3.560(45)e+37,350,4.86,82.04,4.16,0.399,0.004,  3.432(38)e+37
688,20210929,59485.80872031000000000000 ,412.55,11.3,12.48,0.37,0.141,0.004,  3.947(56)e+37,  1.579(22)e+37,100,13.24,43.96,0.52,0.582,0.011,  1.431(27)e+37
689,20210929,59485.80889979300000000000 ,412.55,7.4,23.79,1.04,0.176,0.008,  4.926(56)e+37,  1.970(22)e+37,250,6.63,45.08,1.94,0.299,0.003,  1.837(21)e+37
690,20210929,59485.80898218500000000000 ,412.55,5.46,31.12,4.43,0.17,0.024,  4.758(56)e+37,  1.903(22)e+37,200,5.14,83.79,4.76,0.431,0.005,  2.118(22)e+37
691,20210929,59485.80906491000000000000 ,412.55,13.71,411.05,1.67,5.636,0.023,  1.578(17)e+39,  6.310(68)e+38,500,12.54,411.16,3.58,5.154,0.056,  6.336(68)e+38
692,20210929,59485.80912974300000000000 ,412.55,7.49,214.6,2.15,1.608,0.016,  4.501(48)e+38,  1.800(19)e+38,350,6.36,358.34,2.35,2.28,0.021,  1.962(18)e+38
693,20210929,59485.80916282600000000000 ,412.55,2.63,25.11,0.59,0.066,0.002,  1.847(28)e+37, 7.389(112)e+36,300,2.53,38.53,1.12,0.097,0.001,  7.188(67)e+36
694,20210929,59485.80916598300000000000 ,412.55,9.3,40.95,2.26,0.381,0.021,  1.066(11)e+38,  4.266(45)e+37,250,8.43,96.82,2.75,0.817,0.008,  5.019(52)e+37
695,20210929,59485.80923363600000000000 ,412.55,8.91,105.19,0.14,0.937,0.001,  2.623(28)e+38,  1.049(11)e+38,500,8.24,105.22,0.57,0.867,0.009,  1.066(11)e+38
696,20210929,59485.80923397200000000000 ,412.55,7.9,153.16,0.16,1.21,0.001,  3.387(36)e+38,  1.355(15)e+38,250,7.08,369.4,0.26,2.614,0.025,  1.607(15)e+38
697,20210929,59485.80930245600000000000 ,412.55,11.69,142.96,0.18,1.671,0.002,  4.677(50)e+38,  1.871(20)e+38,450,10.49,158.97,0.22,1.668,0.017,  1.845(19)e+38
698,20210929,59485.80950444500000000000 ,412.55,8.3,189.69,0.25,1.574,0.002,  4.406(48)e+38,  1.762(19)e+38,450,5,315.42,0.51,1.576,0.016,  1.744(17)e+38
699,20210929,59485.80962956800000000000 ,412.55,4.15,33.27,0.44,0.138,0.002,  3.863(28)e+37,  1.545(11)e+37,350,3.58,44.26,0.98,0.158,0.002,  1.364(16)e+37
700,20210929,59485.80970684800000000000 ,412.55,3.7,142.03,2.22,0.526,0.008,  1.472(17)e+38,  5.889(67)e+37,500,3.31,142.3,3.07,0.471,0.005,  5.788(56)e+37
701,20210929,59485.80970735300000000000 ,412.55,3.15,73.6,0.7,0.232,0.002,  6.494(56)e+37,  2.598(22)e+37,250,2.71,170.94,1,0.463,0.005,  2.844(28)e+37
702,20210929,59485.80975050400000000000 ,412.55,5.23,123.01,0.11,0.643,0.001,  1.800(20)e+38,  7.199(78)e+37,200,4.74,310.19,1.82,1.469,0.015,  7.224(72)e+37
703,20210929,59485.80999914800000000000 ,412.55,6.77,190.86,0.88,1.292,0.006,  3.616(39)e+38,  1.446(16)e+38,500,6.07,190.57,0.92,1.156,0.012,  1.421(15)e+38
704,20210929,59485.81028690300000000000 ,412.55,2.82,10.29,12.37,0.029,0.035,   8.117(1)e+36,   3.247(1)e+36,50,3.93,34.29,12.37,0.135,0.003,  1.657(34)e+36
705,20210929,59485.81028711700000000000 ,412.55,4.62,119.79,6.44,0.553,0.03,  1.548(17)e+38,  6.191(67)e+37,300,4.23,247.17,6.44,1.046,0.009,  7.719(67)e+37
706,20210929,59485.81032419300000000000 ,412.55,5.05,38.99,0.69,0.197,0.004,  5.514(56)e+37,  2.206(22)e+37,350,4.73,62.37,1.7,0.295,0.003,  2.539(24)e+37
707,20210929,59485.81032718400000000000 ,412.55,10.91,318.54,0.41,3.474,0.005, 9.724(101)e+38,  3.890(40)e+38,500,10.11,318.3,0.66,3.219,0.033,  3.957(41)e+38
708,20210929,59485.81035226400000000000 ,412.55,7.84,61.57,0.36,0.483,0.003,  1.352(14)e+38,  5.408(56)e+37,450,6.2,65.8,0.6,0.408,0.005,  4.516(55)e+37
709,20210929,59485.81048868500000000000 ,412.55,3.86,247.47,0.32,0.955,0.001,  2.673(28)e+38,  1.069(11)e+38,500,3.57,247.6,0.64,0.884,0.009,  1.087(11)e+38
710,20210929,59485.81059641300000000000 ,412.55,4.16,18.98,0.24,0.079,0.001,  2.211(28)e+37, 8.845(112)e+36,200,4.18,41.79,0.68,0.175,0.002,  8.599(90)e+36
711,20210929,59485.81063508100000000000 ,412.55,5.64,12.76,0.95,0.072,0.005,  2.015(28)e+37, 8.061(112)e+36,150,6.32,31.85,2.28,0.201,0.002,  7.423(67)e+36
712,20210929,59485.81101009300000000000 ,412.55,3.22,10.57,1.19,0.034,0.004,   9.517(1)e+36,   3.807(1)e+36,100,3.55,44.42,1.26,0.158,0.003,  3.874(67)e+36
713,20210929,59485.81101030200000000000 ,412.55,4.63,450.79,0.3,2.087,0.001,  5.842(62)e+38,  2.337(25)e+38,400,4.25,612.83,0.66,2.607,0.026,  2.563(26)e+38
714,20210929,59485.81101104000000000000 ,412.55,3.76,40.94,0.23,0.154,0.001,  4.310(56)e+37,  1.724(22)e+37,200,3.55,108.12,0.46,0.383,0.004,  1.885(18)e+37
715,20210929,59485.81109738800000000000 ,412.55,3.33,19.54,0.45,0.065,0.002,  1.819(28)e+37, 7.278(112)e+36,400,3.21,19.04,0.6,0.061,0.001,  6.001(90)e+36
716,20210929,59485.81109807000000000000 ,412.55,8.6,391.44,1.58,3.368,0.014,  9.427(98)e+38,  3.771(39)e+38,500,7.75,391.43,2.91,3.033,0.032,  3.728(39)e+38
717,20210929,59485.81111913200000000000 ,412.55,13.81,222.5,1.97,3.072,0.027,  8.599(90)e+38,  3.439(36)e+38,500,11.59,249.63,3.59,2.893,0.029,  3.556(36)e+38
718,20210929,59485.81113857500000000000 ,412.55,3.83,13.31,1.56,0.051,0.006,  1.428(28)e+37, 5.710(112)e+36,100,5.43,31.54,2.2,0.171,0.003,  4.210(67)e+36
719,20210929,59485.81120159900000000000 ,412.55,7.39,157.15,0.99,1.161,0.007,  3.250(34)e+38,  1.300(13)e+38,300,6.83,319.87,1.25,2.185,0.019,  1.612(14)e+38
720,20210929,59485.81127552500000000000 ,412.55,4.15,10.6,0.52,0.044,0.002,   1.232(1)e+37,   4.926(1)e+36,150,4.65,22.13,0.6,0.103,0.001,  3.796(34)e+36
721,20210929,59485.81144923100000000000 ,412.55,5.49,112.65,0.35,0.618,0.002,  1.730(17)e+38,  6.919(67)e+37,500,4.96,112.66,0.9,0.559,0.005,  6.874(67)e+37
722,20210929,59485.81188797500000000000 ,412.55,2.93,34.51,0.35,0.101,0.001,  2.827(28)e+37,  1.131(11)e+37,200,2.57,61.06,0.81,0.157,0.002,  7.703(90)e+36
723,20210929,59485.81198862000000000000 ,412.55,3.65,11.79,0.32,0.043,0.001,   1.204(1)e+37,   4.814(1)e+36,100,3.19,37.46,0.36,0.119,0.002,  2.933(45)e+36
724,20210929,59485.81200066800000000000 ,412.55,4.38,13.48,0.2,0.059,0.001,  1.651(28)e+37, 6.606(112)e+36,100,4.82,28.35,0.31,0.137,0.003,  3.359(67)e+36
725,20210929,59485.81211465800000000000 ,412.55,3.33,13.83,3.41,0.046,0.011,   1.288(1)e+37,   5.150(1)e+36,300,3.4,15.53,5.32,0.053,0.001,  3.896(67)e+36
726,20210929,59485.81212253000000000000 ,412.55,3.94,28.2,0.16,0.111,0.001,  3.107(28)e+37,  1.243(11)e+37,200,3.62,69.22,0.8,0.25,0.003,  1.232(13)e+37
727,20210929,59485.81236496400000000000 ,412.55,11.75,157.39,0.31,1.849,0.004,  5.175(56)e+38,  2.070(22)e+38,450,7.78,237.2,0.55,1.846,0.017,  2.042(19)e+38
728,20210929,59485.81241746400000000000 ,412.55,3.75,37.33,0.18,0.14,0.001,  3.919(28)e+37,  1.567(11)e+37,400,3.26,42.44,0.23,0.138,0.001,   1.361(9)e+37
729,20210929,59485.81241803300000000000 ,412.55,3.84,12.5,0.17,0.048,0.001,   1.344(1)e+37,   5.374(1)e+36,200,3.19,19.7,0.93,0.063,0.001,  3.090(45)e+36
730,20210929,59485.81245527000000000000 ,412.55,3.8,260.03,0.18,0.989,0.001,  2.768(28)e+38,  1.107(11)e+38,400,3.35,342.12,0.5,1.145,0.011,  1.126(11)e+38
731,20210929,59485.81258852900000000000 ,412.55,5.58,153.88,1.02,0.859,0.006,  2.404(25)e+38, 9.618(101)e+37,300,5.14,320.25,2.52,1.648,0.015,  1.215(11)e+38
732,20210929,59485.81262972400000000000 ,412.55,3.9,29.74,0.56,0.116,0.002,  3.247(28)e+37,  1.299(11)e+37,150,4.88,71.05,0.87,0.346,0.004,  1.277(15)e+37
733,20210929,59485.81268427200000000000 ,412.55,5.52,10.69,0.33,0.059,0.002,  1.651(28)e+37, 6.606(112)e+36,50,4.1,79.98,0.64,0.328,0.005,  4.031(67)e+36
734,20210929,59485.81279522700000000000 ,412.55,2.16,20.79,0.12,0.045,0.001,   1.260(1)e+37,   5.038(1)e+36,250,1.75,47.24,0.64,0.083,0.001,  5.094(56)e+36
735,20210929,59485.81286796100000000000 ,412.55,5.59,35.26,0.14,0.197,0.001,  5.514(56)e+37,  2.206(22)e+37,200,5.44,86.88,0.92,0.473,0.005,  2.324(22)e+37
736,20210929,59485.81288774500000000000 ,412.55,11.15,299.79,1.84,3.344,0.021,  9.360(92)e+38,  3.744(37)e+38,450,7.71,416.84,4.61,3.212,0.031,  3.553(34)e+38
737,20210929,59485.81290815900000000000 ,412.55,5.2,17.32,0.18,0.09,0.001,  2.519(28)e+37,  1.008(11)e+37,200,5.63,31.08,0.37,0.175,0.002,  8.599(90)e+36
738,20210929,59485.81298245100000000000 ,412.55,8.35,143.05,4.88,1.195,0.041,  3.345(34)e+38,  1.338(13)e+38,350,7.87,207.29,4.88,1.632,0.015,  1.404(13)e+38
739,20210929,59485.81298275600000000000 ,412.55,4.42,61.12,0.26,0.27,0.001,  7.557(84)e+37,  3.023(34)e+37,350,3.89,91,0.64,0.354,0.004,  3.049(31)e+37
740,20210929,59485.81298412800000000000 ,412.55,4.67,90.43,0.22,0.422,0.001,  1.181(11)e+38,  4.725(45)e+37,250,4.28,193.75,0.59,0.83,0.007,  5.100(45)e+37
741,20210929,59485.81313106900000000000 ,412.55,4.97,16.29,1.71,0.081,0.009,  2.267(28)e+37, 9.069(112)e+36,200,3.02,40.46,2.61,0.122,0.001,  6.001(45)e+36
742,20210929,59485.81322309900000000000 ,412.55,5.84,16.45,0.72,0.096,0.004,  2.687(28)e+37,  1.075(11)e+37,350,5.27,23.66,1.65,0.125,0.001,   1.074(8)e+37
743,20210929,59485.81325029300000000000 ,412.55,1.17,59.68,0.13,0.07,0.001,  1.959(28)e+37, 7.837(112)e+36,200,1.53,100.29,0.31,0.154,0.002,  7.569(90)e+36
744,20210929,59485.81325562000000000000 ,412.55,8.78,101.24,0.33,0.889,0.003,  2.488(25)e+38, 9.953(101)e+37,400,8.19,133.99,0.84,1.097,0.01,  1.079(10)e+38
745,20210929,59485.81336901200000000000 ,412.55,3.35,42.1,0.17,0.141,0.001,  3.947(28)e+37,  1.579(11)e+37,200,3.27,99.65,0.3,0.326,0.003,  1.603(13)e+37
746,20210929,59485.81342302800000000000 ,412.55,3.56,65.48,1.44,0.233,0.005,  6.522(56)e+37,  2.609(22)e+37,400,3.27,75.65,1.91,0.248,0.003,  2.436(27)e+37
747,20210929,59485.81349025700000000000 ,412.55,5.48,57.67,0.4,0.316,0.002,  8.845(84)e+37,  3.538(34)e+37,400,4.95,74.65,0.83,0.37,0.004,  3.636(36)e+37
748,20210929,59485.81354864000000000000 ,412.55,4.57,67.66,0.34,0.309,0.002, 8.649(112)e+37,  3.460(45)e+37,400,3.75,84.49,0.52,0.316,0.003,  3.112(31)e+37
749,20210929,59485.81365303900000000000 ,412.55,4.09,32.03,0.35,0.131,0.001,  3.667(28)e+37,  1.467(11)e+37,150,4.28,79.79,0.46,0.342,0.004,  1.260(13)e+37
750,20210929,59485.81372439200000000000 ,412.55,6.96,109.16,0.77,0.76,0.005,  2.127(20)e+38,  8.509(78)e+37,250,7.26,194.52,1.45,1.413,0.013,  8.684(78)e+37
751,20210929,59485.81372503300000000000 ,412.55,9.78,339.25,0.15,3.318,0.001,  9.287(90)e+38,  3.715(36)e+38,350,9.22,555.91,1.03,5.123,0.046,  4.408(40)e+38
752,20210929,59485.81375860900000000000 ,412.55,1.95,12.81,2.48,0.025,0.005,   6.998(1)e+36,   2.799(1)e+36,150,1.77,28.8,3.76,0.051,0.001,  1.881(34)e+36
753,20210929,59485.81375909100000000000 ,412.55,6.74,290.57,2.66,1.959,0.018,  5.483(53)e+38,  2.193(21)e+38,500,6.35,290.6,3.62,1.847,0.018,  2.270(22)e+38
754,20210929,59485.81376020600000000000 ,412.55,14.79,127.52,0.98,1.886,0.014,  5.279(53)e+38,  2.112(21)e+38,400,13.29,172.82,2.3,2.296,0.022,  2.258(21)e+38
755,20210929,59485.81385427700000000000 ,412.55,2.63,27.72,0.74,0.073,0.002,  2.043(28)e+37, 8.173(112)e+36,300,2.36,45.94,0.79,0.108,0.001,  7.994(67)e+36
756,20210929,59485.81385452300000000000 ,412.55,4.04,535.83,0.44,2.165,0.002,  6.060(59)e+38,  2.424(24)e+38,500,3.68,535.8,0.5,1.972,0.019,  2.424(24)e+38
757,20210929,59485.81386324000000000000 ,412.55,5.94,186.1,2.57,1.105,0.015,  3.093(31)e+38,  1.237(12)e+38,500,5.86,186,4.8,1.09,0.011,  1.340(13)e+38
758,20210929,59485.81401648100000000000 ,412.55,3.67,243.26,0.49,0.893,0.002,  2.500(25)e+38, 9.998(101)e+37,400,3.42,301.12,0.9,1.031,0.01,  1.014(10)e+38
759,20210929,59485.81401670800000000000 ,412.55,2.84,10.2,0.64,0.029,0.002,   8.117(1)e+36,   3.247(1)e+36,200,2.09,30.98,1.63,0.065,0.001,  3.180(45)e+36
760,20210929,59485.81401703600000000000 ,412.55,4.55,11.87,0.23,0.054,0.001,  1.511(28)e+37, 6.046(112)e+36,150,3.09,29.76,0.4,0.092,0.001,  3.392(34)e+36
761,20210929,59485.81411978800000000000 ,412.55,3.69,27.64,0.41,0.102,0.002,  2.855(28)e+37,  1.142(11)e+37,400,3.28,31.9,1.07,0.105,0.001,   1.030(9)e+37
762,20210929,59485.81419254100000000000 ,412.55,8.78,136.11,2.14,1.195,0.019,  3.345(34)e+38,  1.338(13)e+38,500,7.98,136.14,2.8,1.087,0.011,  1.336(13)e+38
763,20210929,59485.81419425400000000000 ,412.55,9.57,21.84,1.06,0.209,0.01,  5.850(56)e+37,  2.340(22)e+37,150,8.97,60.82,2.62,0.546,0.005,  2.012(20)e+37
764,20210929,59485.81435502900000000000 ,412.55,6.72,182.75,0.79,1.228,0.005,  3.437(34)e+38,  1.375(13)e+38,450,6.04,202.14,1.96,1.22,0.012,  1.350(13)e+38
765,20210929,59485.81459177100000000000 ,412.55,4.44,328.18,0.39,1.457,0.002,  4.078(39)e+38,  1.631(16)e+38,300,4.11,551.69,0.39,2.265,0.021,  1.671(15)e+38
766,20210929,59485.81459224500000000000 ,412.55,2.85,18.93,0.36,0.054,0.001,  1.511(28)e+37, 6.046(112)e+36,150,2.51,55.25,0.52,0.138,0.001,  5.105(34)e+36
767,20210929,59485.81461235200000000000 ,412.55,6.54,238.7,0.36,1.561,0.002,  4.369(42)e+38,  1.748(17)e+38,300,6.02,524,0.49,3.155,0.026,  2.327(19)e+38
768,20210929,59485.81461278400000000000 ,412.55,8.53,32.46,0.22,0.277,0.002,  7.753(84)e+37,  3.101(34)e+37,250,8.49,76.53,0.38,0.649,0.005,  3.991(34)e+37
769,20210929,59485.81498560700000000000 ,412.55,6.65,34.6,0.27,0.23,0.002,  6.438(56)e+37,  2.575(22)e+37,450,5.93,35.48,0.37,0.21,0.002,  2.328(20)e+37
770,20210929,59485.81504113800000000000 ,412.55,2.39,22.21,1.12,0.053,0.003,  1.483(28)e+37, 5.934(112)e+36,200,1.92,55.89,1.38,0.107,0.001,  5.284(45)e+36
771,20210929,59485.81516672500000000000 ,412.55,4.54,535.28,0.3,2.43,0.001,  6.802(64)e+38,  2.721(26)e+38,500,4.13,535.35,0.32,2.213,0.021,  2.721(26)e+38
772,20210929,59485.81532988300000000000 ,412.55,4.03,16.87,1.59,0.068,0.006,  1.903(28)e+37, 7.613(112)e+36,100,3.81,58.29,3.46,0.222,0.004,  5.464(90)e+36
773,20210929,59485.81545747900000000000 ,412.55,4.78,15.47,1.07,0.074,0.005,  2.071(28)e+37, 8.285(112)e+36,150,3.41,46.5,2.22,0.158,0.002,  5.844(67)e+36
774,20210929,59485.81553865500000000000 ,412.55,6.77,127.71,1.44,0.865,0.01,  2.421(22)e+38,  9.685(90)e+37,300,6.27,268.39,2.42,1.682,0.014,  1.241(10)e+38
775,20210929,59485.81554516100000000000 ,412.55,4.37,287.95,3.93,1.258,0.017,  3.521(34)e+38,  1.408(13)e+38,500,3.95,287.91,9.07,1.138,0.011,  1.400(13)e+38
776,20210929,59485.81569803400000000000 ,412.55,8.22,547.7,0.61,4.503,0.005,  1.260(12)e+39,  5.042(47)e+38,500,7.21,547.69,2.24,3.95,0.037,  4.856(46)e+38
777,20210929,59485.81572897700000000000 ,412.55,2.55,7.45,0.85,0.019,0.002,   5.318(1)e+36,   2.127(1)e+36,50,5.01,37.1,2.51,0.186,0.003,  2.284(34)e+36
778,20210929,59485.81594130800000000000 ,412.55,4.03,73.49,2.59,0.296,0.01, 8.285(112)e+37,  3.314(45)e+37,400,3.55,92.74,7.54,0.329,0.005,  3.233(45)e+37
779,20210929,59485.81597031800000000000 ,412.55,3.23,18.89,0.39,0.061,0.001,  1.707(28)e+37, 6.830(112)e+36,300,3.22,29.46,1.33,0.095,0.001,  6.986(67)e+36
780,20210929,59485.81597097800000000000 ,412.55,2.9,10.7,3.94,0.031,0.011,   8.677(1)e+36,   3.471(1)e+36,150,2.98,33.04,3.94,0.098,0.001,  3.628(34)e+36
781,20210929,59485.81599327100000000000 ,412.55,2.73,120.17,2.8,0.328,0.008, 9.181(112)e+37,  3.672(45)e+37,450,2.51,133.85,2.8,0.336,0.005,  3.718(50)e+37
782,20210929,59485.81599344000000000000 ,412.55,1.71,18.16,0.53,0.031,0.001,   8.677(1)e+36,   3.471(1)e+36,200,1.52,35.38,0.57,0.054,0.001,  2.642(45)e+36
783,20210929,59485.81631282000000000000 ,412.55,4.13,11.39,0.37,0.047,0.002,  1.316(28)e+37, 5.262(112)e+36,100,2.8,48.55,0.53,0.136,0.002,  3.336(45)e+36
784,20210929,59485.81642611700000000000 ,412.55,3,17.64,0.9,0.053,0.003,  1.483(28)e+37, 5.934(112)e+36,350,2.83,23.79,1.69,0.067,0.001,  5.800(78)e+36
785,20210929,59485.81663117300000000000 ,412.55,7.13,122.5,0.77,0.873,0.005,  2.444(31)e+38, 9.774(123)e+37,400,6.4,167.31,1.93,1.07,0.014,  1.052(13)e+38
786,20210929,59485.81672997300000000000 ,412.55,4.11,55.75,0.78,0.229,0.003,  6.410(84)e+37,  2.564(34)e+37,200,3.76,143.34,1.96,0.538,0.007,  2.647(36)e+37
787,20210929,59485.81676702100000000000 ,412.55,3.79,425.39,0.24,1.612,0.001,  4.512(59)e+38,  1.805(24)e+38,400,3.42,533.59,0.68,1.822,0.024,  1.792(23)e+38
788,20210929,59485.81772061800000000000 ,412.55,6.21,99.02,0.28,0.615,0.002,  1.721(22)e+38,  6.886(90)e+37,450,5.73,109.53,0.77,0.628,0.008,  6.943(91)e+37
789,20210929,59485.81772095000000000000 ,412.55,2.42,12.81,0.37,0.031,0.001,   8.677(1)e+36,   3.471(1)e+36,100,3.4,37.49,0.79,0.128,0.002,  3.135(45)e+36
790,20210929,59485.81780343000000000000 ,412.55,12.51,16.22,0.18,0.203,0.002,  5.682(84)e+37,  2.273(34)e+37,150,10.2,48.59,0.31,0.495,0.006,  1.827(24)e+37
791,20210929,59485.81780408100000000000 ,412.55,9.3,75.68,0.09,0.704,0.001,  1.970(25)e+38, 7.882(101)e+37,200,9.71,177.84,0.17,1.727,0.022, 8.491(107)e+37
792,20210929,59485.81807909600000000000 ,412.55,9.54,149.68,3.75,1.428,0.036,  3.997(50)e+38,  1.599(20)e+38,400,8.96,198.73,7.19,1.781,0.022,  1.752(22)e+38
793,20210929,59485.81808660600000000000 ,412.55,24,78.95,5.42,1.895,0.13,  5.304(67)e+38,  2.122(27)e+38,500,12.58,132.9,1.34,1.672,0.022,  2.055(27)e+38
794,20210929,59485.81812669300000000000 ,412.55,5.96,34.57,0.2,0.206,0.001,  5.766(84)e+37,  2.306(34)e+37,150,6.1,85.98,0.22,0.525,0.006,  1.935(24)e+37
795,20210929,59485.81819726000000000000 ,412.55,2.64,16.29,0.14,0.043,0.001,  1.204(28)e+37, 4.814(112)e+36,150,2.62,49.38,0.43,0.129,0.002,  4.770(67)e+36
796,20210929,59485.81831283100000000000 ,412.55,10.91,52.44,1.15,0.572,0.013,  1.601(20)e+38,  6.404(78)e+37,300,9.09,96.85,1.34,0.88,0.011,  6.494(81)e+37
797,20210929,59485.81877633200000000000 ,412.55,7.83,35.36,0.08,0.277,0.001,  7.753(84)e+37,  3.101(34)e+37,200,7.55,84.47,0.22,0.638,0.008,  3.135(40)e+37
798,20210929,59485.81890041100000000000 ,412.55,9.95,19.99,0.15,0.199,0.002,  5.570(84)e+37,  2.228(34)e+37,150,9.91,52.19,0.29,0.517,0.006,  1.908(24)e+37
799,20210929,59485.81890085700000000000 ,412.55,2.31,11.71,2.03,0.027,0.005,   7.557(1)e+36,   3.023(1)e+36,50,2.82,62.36,4.27,0.176,0.003,  2.161(34)e+36
800,20210929,59485.81890491000000000000 ,412.55,3.75,12.55,4.26,0.047,0.016,  1.316(28)e+37, 5.262(112)e+36,50,3.93,82.5,4.25,0.324,0.005,  3.986(56)e+36
801,20210929,59485.81890507800000000000 ,412.55,3.1,27.07,5.03,0.084,0.016,  2.351(28)e+37, 9.405(112)e+36,200,3.42,65.06,5.37,0.222,0.003,  1.093(13)e+37
802,20210929,59485.81890597500000000000 ,412.55,1.18,12.67,1.06,0.015,0.001,   4.198(1)e+36,   1.679(1)e+36,150,1.7,33.7,2.22,0.057,0.001,  2.116(34)e+36
803,20210929,59485.81890629800000000000 ,412.55,7.75,88.16,0.5,0.683,0.004,  1.912(25)e+38, 7.647(101)e+37,250,5.93,210.46,0.68,1.248,0.016, 7.673(101)e+37
804,20210929,59485.81890748500000000000 ,412.55,8.08,18.68,0.46,0.151,0.004,  4.226(56)e+37,  1.691(22)e+37,50,9.42,173.75,0.77,1.637,0.025,  2.012(30)e+37
805,20210929,59485.81940540400000000000 ,412.55,4.04,18.8,0.14,0.076,0.001,  2.127(28)e+37, 8.509(112)e+36,100,5,65.21,0.31,0.326,0.005, 8.016(112)e+36
806,20210929,59485.81961391500000000000 ,412.55,2.17,96.75,0.13,0.21,0.001,  5.878(84)e+37,  2.351(34)e+37,200,2.03,249.26,0.36,0.506,0.006,  2.490(31)e+37
807,20210929,59485.81961450200000000000 ,412.55,9.87,231.46,1.34,2.284,0.013,  6.393(81)e+38,  2.557(32)e+38,400,9,273.08,2.52,2.457,0.031,  2.416(30)e+38
808,20210929,59485.81961481600000000000 ,412.55,4.18,183.32,0.87,0.766,0.004,  2.144(28)e+38, 8.576(112)e+37,200,3.85,457.84,0.93,1.764,0.023, 8.675(112)e+37
809,20210929,59485.81973232500000000000 ,412.55,6.45,29.78,0.24,0.192,0.002,  5.374(84)e+37,  2.150(34)e+37,200,6.8,68.06,0.38,0.463,0.006,  2.275(31)e+37
810,20210929,59485.81973264300000000000 ,412.55,5.98,23.26,0.14,0.139,0.001,  3.891(56)e+37,  1.556(22)e+37,200,5.08,52.13,0.9,0.265,0.004,  1.303(18)e+37
811,20210929,59485.81980364100000000000 ,412.55,11.37,82.59,0.18,0.939,0.002,  2.628(31)e+38,  1.051(12)e+38,450,5.75,166.23,1.57,0.955,0.012,  1.056(14)e+38
812,20210929,59485.81980467200000000000 ,412.55,10.29,250.32,2.86,2.576,0.029,  7.210(90)e+38,  2.884(36)e+38,400,9.35,345.23,2.86,3.229,0.04,  3.175(39)e+38
813,20210929,59485.81991287300000000000 ,412.55,12.67,262.42,2.65,3.324,0.034, 9.304(115)e+38,  3.722(46)e+38,500,11.09,262.18,1.37,2.908,0.036,  3.574(45)e+38
814,20210929,59485.81994931200000000000 ,412.55,3.41,85.89,0.41,0.293,0.001, 8.201(112)e+37,  3.280(45)e+37,250,2.93,150.64,0.45,0.442,0.005,  2.715(34)e+37
815,20210929,59485.81994977600000000000 ,412.55,12.28,133.18,0.41,1.635,0.005,  4.576(59)e+38,  1.830(24)e+38,500,5.96,284.88,0.96,1.698,0.022,  2.088(27)e+38
816,20210929,59485.81995057700000000000 ,412.55,8.09,16.57,0.91,0.134,0.007,  3.751(56)e+37,  1.500(22)e+37,100,7.56,67.5,2.35,0.51,0.007,  1.254(18)e+37
817,20210929,59485.81997183900000000000 ,412.55,5.15,337.01,0.54,1.735,0.003,  4.856(62)e+38,  1.942(25)e+38,500,4.64,337.08,1.34,1.565,0.019,  1.924(24)e+38
818,20210929,59485.81997339200000000000 ,412.55,6.78,69.27,0.33,0.47,0.002,  1.316(17)e+38,  5.262(67)e+37,450,6.13,76.47,0.78,0.469,0.006,  5.185(64)e+37
819,20210929,59485.81997959700000000000 ,412.55,6.84,226.52,0.95,1.549,0.007,  4.336(53)e+38,  1.734(21)e+38,450,6.2,249.28,0.95,1.546,0.02,  1.710(22)e+38
820,20210929,59485.82020980800000000000 ,412.55,6.06,131.53,4.42,0.797,0.027,  2.231(28)e+38, 8.923(112)e+37,450,5.44,140.65,4.42,0.765,0.009, 8.464(101)e+37
821,20210929,59485.82021047200000000000 ,412.55,5.92,70.41,0.5,0.417,0.003,  1.167(14)e+38,  4.669(56)e+37,250,5.16,161.4,0.61,0.832,0.011,  5.114(67)e+37
